year,scenario,ecosystem_integrity,circulation_health,resource_base,social_order,technological_capacity,civilizational_survival_index
42,Natural Complementary Science,0.6182249096257021,0.5955196324527374,1.0,0.8135001140233498,0.7796838375158384,0.7343407818559813
43,Natural Complementary Science,0.6161056507593643,0.5932657551810496,1.0,0.8133587173228787,0.7851907072544214,0.7336710123469457
44,Natural Complementary Science,0.6140681548354173,0.5910929627016478,1.0,0.8132063065468087,0.7906963577067959,0.7330442688787381
45,Natural Complementary Science,0.612110034283045,0.5889997707647959,1.0,0.8130434795272211,0.7962007055430137,0.7324595454594971
46,Natural Complementary Science,0.6102289501251528,0.5869846924051377,1.0,0.8128708182234645,0.8017036720888014,0.7319158480812301
47,Natural Complementary Science,0.6084226116885977,0.5850462393864981,1.0,0.812688888905194,0.807205183200043,0.7314121950089872
48,Natural Complementary Science,0.6066887762891872,0.5831829235883326,1.0,0.8124982423413234,0.8127051691387736,0.7309476170489152
49,Natural Complementary Science,0.605025248892397,0.5813932583346996,1.0,0.8122994139944855,0.8182035644507295,0.7305211577956396
50,Natural Complementary Science,0.603429881750771,0.5796757596666654,1.0,0.8120929242206016,0.8237003078444943,0.7301318738594373
51,Natural Complementary Science,0.601900574018973,0.5780289475590774,1.0,0.811879278473175,0.8291953420722797,0.7297788350736655
52,Natural Complementary Science,0.6004352713474684,0.5764513470826682,1.0,0.8116589675119305,0.8346886138123751,0.7294611246829347
53,Natural Complementary Science,0.5990319654558163,0.5749414895124776,1.0,0.8114324676154353,0.8401800735532986,0.7291778395125094
54,Natural Complementary Science,0.5976886936865546,0.5734979133836027,1.0,0.8112002407973441,0.8456696754796774,0.7289280901194365
55,Natural Complementary Science,0.5964035385406622,0.5721191654953061,1.0,0.8109627350259234,0.8511573773598847,0.7287110009259021
56,Natural Complementary Science,0.5951746271955748,0.5708038018645314,1.0,0.8107203844465198,0.8566431404354569,0.728525710335329
57,Natural Complementary Science,0.5940001310067335,0.5695503886298917,1.0,0.8104736096066465,0.86212692931231,0.728371370831721
58,Natural Complementary Science,0.5928782649936315,0.5683575029072117,1.0,0.8102228176833739,0.8676087118537771,0.7282471490627762
59,Natural Complementary Science,0.5918072873113223,0.5672237335977163,1.0,0.8099684027127201,0.8730884590754788,0.7281522259072817
60,Natural Complementary Science,0.5907854987083401,0.5661476821499736,1.0,0.8097107458207449,0.8785661450420448,0.7280857965273116
61,Natural Complementary Science,0.5898112419719715,0.5651279632767022,1.0,0.8094502154560647,0.8840417467656934,0.728047070405746
62,Natural Complementary Science,0.5888829013618079,0.5641632056275693,1.0,0.8091871676235132,0.8895152441066814,0.7280352713696298
63,Natural Complementary Science,0.5879989020324894,0.5632520524191045,1.0,0.8089219461186827,0.8949866196756309,0.7280496375998885
64,Natural Complementary Science,0.587157709446542,0.562393162022864,1.0,0.8086548827630923,0.9004558587377356,0.728089421627916
65,Natural Complementary Science,0.5863578287781881,0.5615852085129799,1.0,0.8083862976397361,0.9059229491188534,0.7281538903195471
66,Natural Complementary Science,0.5855978043089951,0.5608268821742299,1.0,0.8081164993287785,0.9113878811134837,0.7282423248469211
67,Natural Complementary Science,0.5848762188162101,0.560116889971766,1.0,0.807845785143168,0.916850647394629,0.7283540206487426
68,Natural Complementary Science,0.5841916929546077,0.5594539559836343,1.0,0.8075744413639543,0.9223112429255406,0.7284882873794382
69,Natural Complementary Science,0.5835428846326585,0.5588368217972196,1.0,0.8073027434751007,0.9277696648733413,0.7286444488477016
70,Natural Complementary Science,0.5829284883838056,0.5582642468707392,1.0,0.8070309563975933,0.933225912524522,0.7288218429449177
71,Natural Complementary Science,0.5823472347336164,0.5577350088609094,1.0,0.8067593347226585,0.9386799872023033,0.7290198215639413
72,Natural Complementary Science,0.5817978895635518,0.5572479039178971,1.0,0.8064881229439063,0.9441318921858546,0.7292377505087112
73,Natural Complementary Science,0.5812792534720782,0.5568017469486638,1.0,0.8062175556882291,0.9495816326313604,0.7294750093951599
74,Natural Complementary Science,0.5807901611338198,0.5563953718497961,1.0,0.8059478579452916,0.9550292154949228,0.7297309915438809
75,Natural Complementary Science,0.5803294806574294,0.5560276317109138,1.0,0.805679245295457,0.9604746494572866,0.7300051038650046
76,Natural Complementary Science,0.5798961129428327,0.5556973989897244,1.0,0.8054119241360014,0.9659179448503745,0.7302967667357185
77,Natural Complementary Science,0.5794889910384752,0.5554035656597913,1.0,0.8051460919054791,0.9713591135856184,0.7306054138708741
78,Natural Complementary Science,0.5791070794991804,0.5551450433320636,1.0,0.8048819373061059,0.9767981690840672,0.7309304921870927
79,Natural Complementary Science,0.5787493737452031,0.5549207633512016,1.0,0.8046196405240371,0.9822351262082596,0.7312714616607928
80,Natural Complementary Science,0.5784148994230393,0.55472967686772,1.0,0.8043593734474248,0.987670001195839,0.7316277951805394
81,Natural Complementary Science,0.5781027117685287,0.5545707548869532,1.0,0.8041012998821444,0.9931028115948962,0.7319989783941081
82,Natural Complementary Science,0.5778118949727651,0.5544429882958315,1.0,0.8038455757650893,0.9985335762010169,0.7323845095506525
83,Natural Complementary Science,0.5775415615513041,0.5543453878684396,1.0,0.8035923493749386,1.0,0.7323876678387419
84,Natural Complementary Science,0.5772848159661493,0.5542558502010968,1.0,0.8033416379061158,1.0,0.7322506530260363
85,Natural Complementary Science,0.5770388536955711,0.554166410543024,1.0,0.803093411752919,1.0,0.7321172705073652
86,Natural Complementary Science,0.576803221840357,0.5540772197046595,1.0,0.8028476425471562,1.0,0.7319874178603454
87,Natural Complementary Science,0.5765774865230621,0.5539884156089983,1.0,0.802604303067903,1.0,0.7318609953193536
88,Natural Complementary Science,0.5763612320890934,0.553900124110074,1.0,0.8023633671571321,1.0,0.7317379057278164
89,Natural Complementary Science,0.5761540603413514,0.5538124597653382,1.0,0.8021248096408737,1.0,0.731618054489871
90,Natural Complementary Science,0.5759555898070147,0.5537255265643697,1.0,0.8018886062555848,1.0,0.7315013495215346
91,Natural Complementary Science,0.57576545503512,0.5536394186162237,1.0,0.8016547335794227,1.0,0.7313877012015053
92,Natural Complementary Science,0.5755833059236449,0.5535542207976121,1.0,0.8014231689681357,1.0,0.7312770223217169
93,Natural Complementary Science,0.5754088070748519,0.5534700093639957,1.0,0.8011938904952974,1.0,0.7311692280377492
94,Natural Complementary Science,0.575241637177708,0.5533868525255643,1.0,0.8009668768966285,1.0,0.7310642358191978
95,Natural Complementary Science,0.5750814884162443,0.5533048109899765,1.0,0.8007421075181603,1.0,0.7309619654000915
96,Natural Complementary Science,0.574928065902762,0.5532239384736419,1.0,0.8005195622680131,1.0,0.7308623387294411
97,Natural Complementary Science,0.574781087134846,0.5531442821832295,1.0,0.800299221571569,1.0,0.7307652799219966
98,Natural Complementary Science,0.5746402814751824,0.5530658832690067,1.0,0.8000810663298338,1.0,0.7306707152092814
99,Natural Complementary Science,0.5745053896532247,0.5529887772515261,1.0,0.7998650778807972,1.0,0.7305785728909684
100,Natural Complementary Science,0.5743761632877893,0.5529129944231033,1.0,0.7996512379636028,1.0,0.7304887832866529
101,Natural Complementary Science,0.5742523644297022,0.5528385602254515,1.0,0.7994395286853585,1.0,0.7304012786880772
102,Natural Complementary Science,0.5741337651236547,0.5527654956047698,1.0,0.7992299324904221,1.0,0.7303159933118522
103,Natural Complementary Science,0.5740201469884612,0.5526938173455149,1.0,0.7990224321320083,1.0,0.7302328632527183
104,Natural Complementary Science,0.5739113008149458,0.5526235383840239,1.0,0.7988170106459708,1.0,0.7301518264373853
105,Natural Complementary Science,0.5738070261807181,0.5525546681030904,1.0,0.7986136513266222,1.0,0.7300728225789813
106,Natural Complementary Science,0.5737071310811279,0.5524872126085467,1.0,0.7984123377044627,1.0,0.7299957931321445
107,Natural Complementary Science,0.5736114315757206,0.552421174988841,1.0,0.7982130535256939,1.0,0.7299206812487805
108,Natural Complementary Science,0.5735197514495403,0.5523565555585561,1.0,0.7980157827334031,1.0,0.7298474317345116
109,Natural Complementary Science,0.5734319218886595,0.5522933520867592,1.0,0.7978205094503099,1.0,0.729775991005834
110,Natural Complementary Science,0.5733477811693358,0.5522315600110295,1.0,0.7976272179629708,1.0,0.7297063070480038
111,Natural Complementary Science,0.5732671743602237,0.5521711726379663,1.0,0.7974358927073472,1.0,0.7296383293736607
112,Natural Complementary Science,0.5731899530370943,0.5521121813309369,1.0,0.797246518255645,1.0,0.7295720089822092
113,Natural Complementary Science,0.5731159750095364,0.5520545756857813,1.0,0.7970590793043391,1.0,0.7295072983199572
114,Natural Complementary Science,0.5730451040591358,0.5519983436951597,1.0,0.7968735606633037,1.0,0.7294441512410262
115,Natural Complementary Science,0.5729772096886521,0.5519434719021841,1.0,0.7966899472459719,1.0,0.7293825229690375
116,Natural Complementary Science,0.5729121668817286,0.5518899455439477,1.0,0.7965082240604523,1.0,0.7293223700595733
117,Natural Complementary Science,0.572849855872696,0.551837748685529,1.0,0.7963283762015372,1.0,0.7292636503634217
118,Natural Complementary Science,0.5727901619260427,0.5517868643450219,1.0,0.7961503888435372,1.0,0.729206322990599
119,Natural Complementary Science,0.5727329751251489,0.5517372746101046,1.0,0.7959742472338839,1.0,0.7291503482751533
120,Natural Complementary Science,0.5726781901698926,0.5516889607466455,1.0,0.7957999366874451,1.0,0.7290956877407458
121,Natural Complementary Science,0.5726257061827571,0.5516419032998039,1.0,0.7956274425814996,1.0,0.7290423040670031
122,Natural Complementary Science,0.5725754265230812,0.5515960821880683,1.0,0.7954567503513218,1.0,0.7289901610566397
123,Natural Complementary Science,0.5725272586091118,0.5515514767906498,1.0,0.7952878454863312,1.0,0.7289392236033457
124,Natural Complementary Science,0.5724811137475291,0.5515080660286182,1.0,0.7951207135267626,1.0,0.7288894576604277
125,Natural Complementary Science,0.5724369069701328,0.5514658284401597,1.0,0.7949553400608164,1.0,0.7288408302102022
126,Natural Complementary Science,0.5723945568773873,0.5514247422503018,1.0,0.7947917107222509,1.0,0.7287933092341291
127,Natural Complementary Science,0.572353985488537,0.5513847854354421,1.0,0.7946298111883813,1.0,0.7287468636836788
128,Natural Complementary Science,0.5723151180980184,0.5513459357829933,1.0,0.7944696271784512,1.0,0.7287014634519215
129,Natural Complementary Science,0.5722778831379016,0.5513081709464411,1.0,0.7943111444523464,1.0,0.7286570793458328
130,Natural Complementary Science,0.5722422120461097,0.5512714684960984,1.0,0.7941543488096204,1.0,0.7286136830593005
131,Natural Complementary Science,0.572208039140173,0.551235805965816,1.0,0.793999226088805,1.0,0.7285712471468266
132,Natural Complementary Science,0.5721753014962858,0.5512011608959064,1.0,0.7938457621669804,1.0,0.7285297449979095
133,Natural Complementary Science,0.5721439388334418,0.5511675108725111,1.0,0.7936939429595808,1.0,0.7284891508120973
134,Natural Complementary Science,0.5721138934024372,0.5511348335636406,1.0,0.7935437544204131,1.0,0.7284494395747032
135,Natural Complementary Science,0.5720851098795349,0.5511031067520915,1.0,0.7933951825418679,1.0,0.7284105870331635
136,Natural Complementary Science,0.5720575352645944,0.551072308365447,1.0,0.7932482133553033,1.0,0.7283725696740355
137,Natural Complementary Science,0.5720311187834813,0.5510424165033407,1.0,0.7931028329315842,1.0,0.7283353647006171
138,Natural Complementary Science,0.5720058117945751,0.5510134094621681,1.0,0.7929590273817589,1.0,0.7282989500111784
139,Natural Complementary Science,0.5719815676992029,0.5509852657574066,1.0,0.7928167828578586,1.0,0.7282633041777913
140,Natural Complementary Science,0.5719583418558364,0.5509579641437059,1.0,0.792676085553805,1.0,0.7282284064257482
141,Natural Complementary Science,0.5719360914978913,0.5509314836328956,1.0,0.7925369217064118,1.0,0.728194236613553
142,Natural Complementary Science,0.5719147756549798,0.5509058035100487,1.0,0.7923992775964686,1.0,0.7281607752134763
143,Natural Complementary Science,0.5718943550774707,0.5508809033477358,1.0,0.7922631395498951,1.0,0.7281280032926595
144,Natural Complementary Science,0.5718747921642169,0.5508567630185899,1.0,0.7921284939389551,1.0,0.7280959024947558
145,Natural Complementary Science,0.5718560508933198,0.5508333627063033,1.0,0.7919953271835195,1.0,0.7280644550220997
146,Natural Complementary Science,0.5718380967558003,0.5508106829151638,1.0,0.791863625752371,1.0,0.7280336436183866
147,Natural Complementary Science,0.5718208966920567,0.5507887044782331,1.0,0.7917333761645402,1.0,0.7280034515518562
148,Natural Complementary Science,0.5718044190309903,0.5507674085642689,1.0,0.7916045649906667,1.0,0.7279738625989642
149,Natural Complementary Science,0.5717886334316887,0.5507467766834757,1.0,0.791477178854377,1.0,0.7279448610285321
150,Natural Complementary Science,0.5717735108275578,0.550726790692178,1.0,0.7913512044336737,1.0,0.727916431586363
151,Natural Complementary Science,0.5717590233728004,0.5507074327964909,1.0,0.791226628462329,1.0,0.7278885594803123
152,Natural Complementary Science,0.5717451443911428,0.5506886855550666,1.0,0.7911034377312782,1.0,0.7278612303658012
153,Natural Complementary Science,0.5717318483267148,0.5506705318809879,1.0,0.7909816190900066,1.0,0.7278344303317624
154,Natural Complementary Science,0.5717191106969928,0.5506529550428769,1.0,0.7908611594479273,1.0,0.727808145887006
155,Natural Complementary Science,0.5717069080477191,0.550635938665279,1.0,0.790742045775744,1.0,0.727782363946997
156,Natural Complementary Science,0.5716952179097149,0.5506194667283835,1.0,0.7906242651067962,1.0,0.7277570718210297
157,Natural Complementary Science,0.5716840187575069,0.5506035235671356,1.0,0.7905078045383823,1.0,0.7277322571997932
158,Natural Complementary Science,0.5716732899696916,0.5505880938697911,1.0,0.79039265123306,1.0,0.7277079081433142
159,Natural Complementary Science,0.5716630117909646,0.5505731626759633,1.0,0.7902787924199177,1.0,0.7276840130692678
160,Natural Complementary Science,0.5716531652957441,0.5505587153742062,1.0,0.7901662153958178,1.0,0.7276605607416474
161,Natural Complementary Science,0.5716437323533228,0.5505447376991772,1.0,0.7900549075266081,1.0,0.7276375402597823
162,Natural Complementary Science,0.5716346955944832,0.5505312157284192,1.0,0.7899448562483,1.0,0.7276149410476946
163,Natural Complementary Science,0.5716260383795149,0.5505181358787998,1.0,0.7898360490682114,1.0,0.7275927528437861
164,Natural Complementary Science,0.5716177447675752,0.5505054849026403,1.0,0.7897284735660733,1.0,0.7275709656908437
165,Natural Complementary Science,0.571609799487337,0.5504932498835686,1.0,0.7896221173950994,1.0,0.7275495699263581
166,Natural Complementary Science,0.5716021879088689,0.5504814182321267,1.0,0.7895169682830161,1.0,0.7275285561731447
167,Natural Complementary Science,0.5715948960166963,0.5504699776811581,1.0,0.7894130140330546,1.0,0.7275079153302567
168,Natural Complementary Science,0.571587910383995,0.5504589162810052,1.0,0.7893102425249018,1.0,0.7274876385641851
169,Natural Complementary Science,0.5715812181478672,0.5504482223945366,1.0,0.789208641715611,1.0,0.727467717300336
170,Natural Complementary Science,0.5715748069856568,0.5504378846920326,1.0,0.7891081996404721,1.0,0.727448143214776
171,Natural Complementary Science,0.5715686650922591,0.5504278921459436,1.0,0.7890089044138402,1.0,0.7274289082262396
172,Natural Complementary Science,0.5715627811583842,0.5504182340255459,1.0,0.7889107442299236,1.0,0.7274100044883902
173,Natural Complementary Science,0.571557144349732,0.5504088998915113,1.0,0.7888137073635298,1.0,0.7273914243823268
174,Natural Complementary Science,0.5715517442870433,0.5503998795904059,1.0,0.7887177821707714,1.0,0.7273731605093301
175,Natural Complementary Science,0.5715465710269875,0.5503911632491365,1.0,0.7886229570897295,1.0,0.7273552056838397
176,Natural Complementary Science,0.571541615043854,0.5503827412693558,1.0,0.7885292206410786,1.0,0.727337552926657
177,Natural Complementary Science,0.5715368672120121,0.5503746043218423,1.0,0.7884365614286684,1.0,0.7273201954583645
178,Natural Complementary Science,0.5715323187891076,0.550366743340865,1.0,0.7883449681400684,1.0,0.7273031266929588
179,Natural Complementary Science,0.5715279613999651,0.5503591495185458,1.0,0.788254429547071,1.0,0.7272863402316866
180,Natural Complementary Science,0.5715237870211666,0.5503518142992287,1.0,0.7881649345061567,1.0,0.7272698298570807
181,Natural Complementary Science,0.5715197879662776,0.5503447293738655,1.0,0.7880764719589199,1.0,0.7272535895271875
182,Natural Complementary Science,0.5715159568716939,0.5503378866744264,1.0,0.7879890309324583,1.0,0.7272376133699834
183,Natural Complementary Science,0.5715122866830827,0.5503312783683443,1.0,0.7879026005397236,1.0,0.7272218956779695
184,Natural Complementary Science,0.5715087706423932,0.5503248968529992,1.0,0.787817169979837,1.0,0.7272064309029433
185,Natural Complementary Science,0.5715054022754127,0.5503187347502485,1.0,0.7877327285383678,1.0,0.7271912136509411
186,Natural Complementary Science,0.5715021753798454,0.5503127849010105,1.0,0.7876492655875783,1.0,0.727176238677343
187,Natural Complementary Science,0.5714990840138918,0.5503070403599062,1.0,0.7875667705866328,1.0,0.727161500882139
188,Natural Complementary Science,0.5714961224853083,0.5503014943899618,1.0,0.7874852330817745,1.0,0.727146995305349
189,Natural Complementary Science,0.5714932853409254,0.5502961404573803,1.0,0.7874046427064689,1.0,0.7271327171225931
190,Natural Complementary Science,0.5714905673566065,0.5502909722263822,1.0,0.7873249891815156,1.0,0.7271186616408049
191,Natural Complementary Science,0.5714879635276291,0.5502859835541207,1.0,0.787246262315129,1.0,0.7271048242940883
192,Natural Complementary Science,0.5714854690594686,0.5502811684856734,1.0,0.7871684520029886,1.0,0.7270912006397072
193,Natural Complementary Science,0.5714830793589709,0.5502765212491141,1.0,0.7870915482282601,1.0,0.7270777863542088
194,Natural Complementary Science,0.5714807900258941,0.550272036250665,1.0,0.7870155410615874,1.0,0.7270645772296725
195,Natural Complementary Science,0.5714785968448066,0.5502677080699341,1.0,0.7869404206610575,1.0,0.7270515691700842
196,Natural Complementary Science,0.5714764957773247,0.5502635314552358,1.0,0.7868661772721379,1.0,0.7270387581878269
197,Natural Complementary Science,0.5714744829546771,0.5502595013189995,1.0,0.7867928012275884,1.0,0.7270261404002913
198,Natural Complementary Science,0.5714725546705806,0.5502556127332645,1.0,0.786720282947347,1.0,0.7270137120265923
199,Natural Complementary Science,0.5714707073744162,0.5502518609252638,1.0,0.7866486129383916,1.0,0.7270014693843996
200,Natural Complementary Science,0.5714689376646906,0.5502482412730956,1.0,0.7865777817945785,1.0,0.7269894088868677
201,Natural Complementary Science,0.5714672422827736,0.5502447493014853,1.0,0.7865077801964573,1.0,0.726977527039672
202,Natural Complementary Science,0.5714656181068971,0.5502413806776358,1.0,0.786438598911064,1.0,0.7269658204381377
203,Natural Complementary Science,0.5714640621464074,0.550238131207168,1.0,0.7863702287916932,1.0,0.7269542857644681
204,Natural Complementary Science,0.5714625715362583,0.5502349968301488,1.0,0.7863026607776492,1.0,0.7269429197850621
205,Natural Complementary Science,0.5714611435317355,0.5502319736172094,1.0,0.7862358858939781,1.0,0.7269317193479197
206,Natural Complementary Science,0.5714597755034025,0.5502290577657525,1.0,0.7861698952511801,1.0,0.7269206813801359
207,Natural Complementary Science,0.5714584649322596,0.550226245596245,1.0,0.786104680044904,1.0,0.7269098028854747
208,Natural Complementary Science,0.5714572094051047,0.5502235335486003,1.0,0.7860402315556245,1.0,0.7268990809420253
209,Natural Complementary Science,0.5714560066100903,0.5502209181786459,1.0,0.7859765411483022,1.0,0.7268885126999339
210,Natural Complementary Science,0.5714548543324666,0.5502183961546763,1.0,0.7859136002720274,1.0,0.7268780953792131
211,Natural Complementary Science,0.571453750450503,0.5502159642540909,1.0,0.7858514004596495,1.0,0.726867826267621
212,Natural Complementary Science,0.5714526929315819,0.5502136193601166,1.0,0.7857899333273904,1.0,0.7268577027186123
213,Natural Complementary Science,0.5714516798284554,0.5502113584586104,1.0,0.7857291905744447,1.0,0.7268477221493559
214,Natural Complementary Science,0.5714507092756602,0.5502091786349461,1.0,0.7856691639825657,1.0,0.7268378820388194
215,Natural Complementary Science,0.5714497794860824,0.550207077070979,1.0,0.7856098454156402,1.0,0.7268281799259155
216,Natural Complementary Science,0.571448888747667,0.5502050510420917,1.0,0.7855512268192487,1.0,0.7268186134077104
217,Natural Complementary Science,0.5714480354202649,0.5502030979143151,1.0,0.7854933002202165,1.0,0.7268091801376907
218,Natural Complementary Science,0.5714472179326138,0.5502012151415288,1.0,0.7854360577261518,1.0,0.7267998778240891
219,Natural Complementary Science,0.571446434779444,0.5501994002627337,1.0,0.785379491524975,1.0,0.7267907042282629
220,Natural Complementary Science,0.5714456845187074,0.5501976508994006,1.0,0.7853235938844368,1.0,0.7267816571631279
221,Natural Complementary Science,0.5714449657689217,0.5501959647528898,1.0,0.785268357151628,1.0,0.7267727344916431
222,Natural Complementary Science,0.5714442772066269,0.550194339601942,1.0,0.7852137737524798,1.0,0.7267639341253456
223,Natural Complementary Science,0.5714436175639486,0.5501927733002392,1.0,0.7851598361912565,1.0,0.726755254022933
224,Natural Complementary Science,0.5714429856262627,0.5501912637740332,1.0,0.7851065370500395,1.0,0.7267466921888931
225,Natural Complementary Science,0.5714423802299596,0.5501898090198409,1.0,0.7850538689882051,1.0,0.7267382466721789
226,Natural Complementary Science,0.5714418002603013,0.5501884071022063,1.0,0.7850018247418945,1.0,0.7267299155649262
227,Natural Complementary Science,0.5714412446493686,0.5501870561515234,1.0,0.7849503971234782,1.0,0.7267216970012133
228,Natural Complementary Science,0.5714407123740951,0.5501857543619253,1.0,0.7848995790210138,1.0,0.7267135891558618
229,Natural Complementary Science,0.5714402024543831,0.5501844999892316,1.0,0.7848493633976987,1.0,0.7267055902432776
230,Natural Complementary Science,0.571439713951299,0.5501832913489566,1.0,0.7847997432913177,1.0,0.7266976985163266
231,Natural Complementary Science,0.5714392459653445,0.5501821268143758,1.0,0.784750711813686,1.0,0.7266899122652501
232,Natural Complementary Science,0.5714387976348,0.5501810048146498,1.0,0.7847022621500875,1.0,0.7266822298166157
233,Natural Complementary Science,0.5714383681341384,0.5501799238330023,1.0,0.7846543875587095,1.0,0.7266746495322985
234,Natural Complementary Science,0.5714379566725045,0.5501788824049538,1.0,0.784607081370074,1.0,0.7266671698085008
235,Natural Complementary Science,0.5714375624922593,0.5501778791166081,1.0,0.7845603369864652,1.0,0.7266597890747997
236,Natural Complementary Science,0.5714371848675844,0.5501769126029894,1.0,0.7845141478813551,1.0,0.7266525057932259
237,Natural Complementary Science,0.5714368231031459,0.5501759815464302,1.0,0.7844685075988254,1.0,0.7266453184573752
238,Natural Complementary Science,0.5714364765328138,0.5501750846750084,1.0,0.7844234097529883,1.0,0.7266382255915446
239,Natural Complementary Science,0.5714361445184356,0.5501742207610321,1.0,0.7843788480274045,1.0,0.7266312257498992
240,Natural Complementary Science,0.5714358264486613,0.5501733886195703,1.0,0.7843348161745001,1.0,0.726624317515666
241,Natural Complementary Science,0.5714355217378175,0.5501725871070298,1.0,0.7842913080149821,1.0,0.72661749950035
242,Natural Complementary Science,0.5714352298248292,0.550171815119775,1.0,0.784248317437253,1.0,0.7266107703429805
243,Natural Complementary Science,0.5714349501721864,0.5501710715927912,1.0,0.7842058383968237,1.0,0.7266041287093772
244,Natural Complementary Science,0.5714346822649545,0.5501703554983906,1.0,0.7841638649157273,1.0,0.7265975732914431
245,Natural Complementary Science,0.5714344256098264,0.550169665844956,1.0,0.7841223910819316,1.0,0.7265911028064767
246,Natural Complementary Science,0.5714341797342136,0.5501690016757275,1.0,0.7840814110487514,1.0,0.7265847159965086
247,Natural Complementary Science,0.5714339441853766,0.5501683620676248,1.0,0.784040919034262,1.0,0.7265784116276585
248,Natural Complementary Science,0.5714337185295908,0.550167746130108,1.0,0.784000909320712,1.0,0.726572188489511
249,Natural Complementary Science,0.5714335023513479,0.5501671530040746,1.0,0.7839613762539374,1.0,0.7265660453945136
250,Natural Complementary Science,0.5714332952525913,0.550166581860791,1.0,0.7839223142427758,1.0,0.7265599811773914
251,Natural Complementary Science,0.5714330968519825,0.5501660319008592,1.0,0.7838837177584825,1.0,0.7265539946945819
252,Natural Complementary Science,0.5714329067841992,0.5501655023532159,1.0,0.7838455813341471,1.0,0.7265480848236857
253,Natural Complementary Science,0.5714327246992629,0.5501649924741638,1.0,0.7838078995641112,1.0,0.7265422504629365
254,Natural Complementary Science,0.5714325502618938,0.5501645015464351,1.0,0.7837706671033885,1.0,0.7265364905306851
255,Natural Complementary Science,0.5714323831508942,0.5501640288782843,1.0,0.7837338786670858,1.0,0.7265308039649022
256,Natural Complementary Science,0.5714322230585566,0.5501635738026114,1.0,0.783697529029826,1.0,0.7265251897226936
257,Natural Complementary Science,0.5714320696900972,0.5501631356761123,1.0,0.7836616130251733,1.0,0.7265196467798333
258,Natural Complementary Science,0.571431922763113,0.5501627138784595,1.0,0.7836261255450602,1.0,0.7265141741303079
259,Natural Complementary Science,0.5714317820070622,0.5501623078115065,1.0,0.7835910615392168,1.0,0.7265087707858778
260,Natural Complementary Science,0.5714316471627656,0.5501619168985212,1.0,0.7835564160146025,1.0,0.7265034357756505
261,Natural Complementary Science,0.5714315179819295,0.5501615405834428,1.0,0.7835221840348404,1.0,0.7264981681456655
262,Natural Complementary Science,0.5714313942266884,0.5501611783301634,1.0,0.7834883607196538,1.0,0.7264929669584955
263,Natural Complementary Science,0.5714312756691675,0.550160829621835,1.0,0.7834549412443056,1.0,0.7264878312928548
264,Natural Complementary Science,0.5714311620910625,0.5501604939601974,1.0,0.7834219208390412,1.0,0.7264827602432242
265,Natural Complementary Science,0.5714310532832378,0.5501601708649295,1.0,0.7833892947885325,1.0,0.7264777529194836
266,Natural Complementary Science,0.5714309490453419,0.5501598598730231,1.0,0.7833570584313273,1.0,0.7264728084465574
267,Natural Complementary Science,0.5714308491854375,0.5501595605381757,1.0,0.7833252071592998,1.0,0.7264679259640702
268,Natural Complementary Science,0.5714307535196491,0.5501592724302056,1.0,0.7832937364171049,1.0,0.7264631046260118
269,Natural Complementary Science,0.5714306618718238,0.5501589951344852,1.0,0.7832626417016364,1.0,0.7264583436004138
270,Natural Complementary Science,0.5714305740732072,0.5501587282513944,1.0,0.7832319185614874,1.0,0.7264536420690338
271,Natural Complementary Science,0.5714304899621325,0.5501584713957925,1.0,0.7832015625964149,1.0,0.7264489992270501
272,Natural Complementary Science,0.5714304093837229,0.5501582241965064,1.0,0.7831715694568075,1.0,0.7264444142827647
273,Natural Complementary Science,0.5714303321896066,0.5501579862958383,1.0,0.7831419348431565,1.0,0.726439886457315
274,Natural Complementary Science,0.5714302582376432,0.550157757349089,1.0,0.7831126545055309,1.0,0.7264354149843948
275,Natural Complementary Science,0.5714301873916621,0.5501575370240974,1.0,0.7830837242430555,1.0,0.7264309991099814
276,Natural Complementary Science,0.5714301195212123,0.5501573250007963,1.0,0.7830551399033935,1.0,0.7264266380920718
277,Natural Complementary Science,0.5714300545013213,0.5501571209707825,1.0,0.7830268973822319,1.0,0.7264223312004267
278,Natural Complementary Science,0.5714299922122659,0.5501569246369025,1.0,0.782998992622771,1.0,0.726418077716321
279,Natural Complementary Science,0.5714299325393507,0.5501567357128516,1.0,0.7829714216152179,1.0,0.7264138769323008
280,Natural Complementary Science,0.571429875372698,0.5501565539227886,1.0,0.7829441803962837,1.0,0.7264097281519489
281,Natural Complementary Science,0.5714298206070446,0.5501563790009603,1.0,0.7829172650486839,1.0,0.7264056306896559
282,Natural Complementary Science,0.5714297681415488,0.5501562106913429,1.0,0.7828906717006441,1.0,0.726401583870397
283,Natural Complementary Science,0.5714297178796037,0.5501560487472932,1.0,0.782864396525408,1.0,0.7263975870295156
284,Natural Complementary Science,0.5714296697286604,0.5501558929312125,1.0,0.7828384357407506,1.0,0.7263936395125138
285,Natural Complementary Science,0.5714296236000567,0.550155743014223,1.0,0.7828127856084949,1.0,0.726389740674847
286,Natural Complementary Science,0.5714295794088543,0.5501555987758542,1.0,0.7827874424340316,1.0,0.7263858898817245
287,Natural Complementary Science,0.5714295370736824,0.5501554600037408,1.0,0.7827624025658452,1.0,0.7263820865079166
288,Natural Complementary Science,0.5714294965165877,0.5501553264933314,1.0,0.7827376623950411,1.0,0.7263783299375653
